timestamp,inputOther,output,inputCacheRead,inputCacheCreation,cost,messageId,model
1778625912918.754,786,83,45312,0,0.025058,"chatcmpl-ibDRxjsPROwWbjzzKqcsWh8t",
1778625925038.0679,127,525,46080,0,0.028544,"chatcmpl-UIFPT3Qw5HoIxG8jbxvU7yxh",
1778625933277.1982,922,325,46080,0,0.028134,"chatcmpl-4vBRwnPyGzsGsHBu33h4qK8H",
1778625941590.4912,742,301,46848,0,0.027918,"chatcmpl-cwSh6j6K3W7ur4OWkypAOJ75",
1778625951822.898,558,434,47360,0,0.029136,"chatcmpl-NqVHmBpMzDzO9ZxV1dVwOD1x",
1778625963950.7417,666,505,47872,0,0.030317999999999998,"chatcmpl-ph3lF8C86BuENySb7RlGon4w",
1778625974216.926,699,476,48384,0,0.030350000000000002,"chatcmpl-zwAbFqJULV4k2QMvALyNqpsx",
1778625985374.8772,697,516,48896,0,0.031002000000000002,"chatcmpl-qPF572ZweFvznYtzcMJWufOE",
1778625991905.442,879,256,49408,0,0.029022,"chatcmpl-BpLmEnumoc3rQ4554byW7Vrb",
1778626001678.6997,819,391,50176,0,0.030636,"chatcmpl-4yJQFyMA8RhknxVCjKDq0JoK",
1778626011878.5894,476,426,50944,0,0.030684000000000003,"chatcmpl-GEyXGByEO1o1uqGslssMZX7S",
1778626020511.1199,1031,328,51200,0,0.030942,"chatcmpl-eoz691l3jDuWtsRf6SoEzBMx",
1778626026062.404,523,173,52224,0,0.028888,"chatcmpl-3eC8bGLcxhBGeo7c0FwKlm27",
1778626033498.2776,1448,187,52736,0,0.031134,"chatcmpl-BoX3NYag9S2DZPLuDfOGv0Tl",
1778626036896.5115,395,102,54016,0,0.028818,"chatcmpl-DCTXvHnExIGmE6CW4yvWJvya",
1778626040661.9375,271,107,54272,0,0.028748,"chatcmpl-7ErhBhDtl0PdHpovW9mMQcvo",
1778626045283.5508,530,83,54528,0,0.029154,"chatcmpl-CbK7VCXVYQy0DpE4BPn2yTli",
1778626058142.6516,1192,558,55040,0,0.035484,"chatcmpl-oQEe6bmnQgyLzz54nWhndytd",
1778626061035.7312,766,62,56064,0,0.030184000000000002,"chatcmpl-fMyWpwYBMQYpJbsf7gXcH3Xw",
1778626068096.1016,463,261,56576,0,0.031824,"chatcmpl-3659DmQ3fK6nY4GdoPDPNggi",
1778626073018.9841,603,132,56832,0,0.030942,"chatcmpl-CPgCKwnzyvewG6nhZoSIhgcG",
1778626088972.7788,315,701,57344,0,0.036312,"chatcmpl-gFZPECjYndQSVMjwRXLf33C1",
1778626110318.3748,768,176,57600,0,0.032096,"chatcmpl-REkY4BBsjuUxZmjSyPucfWHo",
1778626114187.5808,255,95,58368,0,0.030644,"chatcmpl-j7PJ6gulXFKrokTCZdsBJuNv",
1778626121671.5664,172,284,58624,0,0.032496000000000004,"chatcmpl-tB4A3RFjGFoD0tQp3XZdoPnj",
1778626297595.6267,493,258,58624,0,0.032878000000000004,"chatcmpl-3tcg9jqDGNDn5WeQcWSRllCC",
1778626306893.7397,883,360,58880,0,0.034806000000000004,"chatcmpl-kOmKQuhZKnUKHuaqBXvk0HMl",
1778626313634.6482,530,250,59648,0,0.033384,"chatcmpl-qigI8EH6tcizm1ELjgTFE4P3",
1778626319941.2288,512,197,60160,0,0.033074,"chatcmpl-eJFWF7ElE9MSlQJjMf32kwnQ",
1778626326190.6355,369,219,60672,0,0.033264,"chatcmpl-WAoMNJGxKXg8h90qmhiinKR8",
1778626331609.8105,358,158,60928,0,0.032760000000000004,"chatcmpl-mIN0ozag4CwLly9pr6S0Re1q",
1778626337496.659,1337,187,61184,0,0.035136,"chatcmpl-PcrezodeChFzdYAiFXqZDnoY",
1778626345031.4944,1889,287,62464,0,0.03788,"chatcmpl-qS8FcFbP5qo0a5JIZqLU1TsY",
1778626350282.6086,488,180,64256,0,0.034904,"chatcmpl-bTyFhWJvkQ6DWuQXoaagyD3X",
1778626355244.5444,2431,124,64512,0,0.038358,"chatcmpl-zVxHSvcsEzz2zcbHPtcyakY3",
1778626362469.1306,582,291,66816,0,0.037482,"chatcmpl-FxHXR6hjc2YLNuwRTtfSIOZe",
1778626367701.2544,452,176,67328,0,0.036328,"chatcmpl-QhHQeE3k1DGwcTRj49W3xYQ4",
1778626372382.4211,470,136,67584,0,0.036092,"chatcmpl-NWcAwpnVdrtDlbsEW96sZkkq",
1778626382252.4622,398,419,67840,0,0.038905999999999996,"chatcmpl-U452YBUbbnTZxCfNkrO2AKIv",
1778626394872.717,656,638,68096,0,0.04174,"chatcmpl-jqyADLAGxNHTcip6ongomiF0",
1778626397365.9062,816,50,68608,0,0.036436,"chatcmpl-5Xw5raUB558UyogkBWSMK7QT",
1778626404835.2356,228,269,69376,0,0.037834,"chatcmpl-ZTyTmipPljbrbjdvsIQhCZIj",
1778626415709.0894,563,497,69376,0,0.040783999999999994,"chatcmpl-kLBLkPgnRmRiU3Qti3Q9cGCe",
1778626432049.679,822,608,69888,0,0.042668000000000005,"chatcmpl-gKAWy6wppK7dSHLPEboINTjp",
1778626434443.0288,696,50,70656,0,0.037219999999999996,"chatcmpl-ApLne5ugFNXUCNl4Br4SDSF9",
1778626449605.3186,536,687,71168,0,0.043525999999999995,"chatcmpl-wc551Lc8HCG7rlbeR1I4PhoU",
1778626452261.7317,745,48,71680,0,0.037809999999999996,"chatcmpl-2C52iWxDDrLBKuAKau81Ctk9",
1778626457947.6738,4507,132,72192,0,0.04643,"chatcmpl-DOsJ2M7cSrZAP1JkmWTKRcK7",
1778626464776.562,893,266,76544,0,0.042718,"chatcmpl-HDx4VLLFZHA1loSlUinTx0t8",
1778626469572.635,1714,95,77312,0,0.043034,"chatcmpl-4DxEANedlpkVmcsFcSYg3RV5",
1778626495777.3098,1979,1269,78848,0,0.056072,"chatcmpl-e75osU6vM5x3v1W3oeccQIh1",
1778626515180.812,2386,962,80640,0,0.054712000000000004,"chatcmpl-Nbn2s3KoDeLYbsdFNEyALymO",
1778626544865.2583,1820,1378,82944,0,0.058892,"chatcmpl-46EZPL8gWnkojZ9wrLaO9cOi",
1778626573216.437,1435,1436,84736,0,0.059598,"chatcmpl-zcmpzMsydaoj5R999hCv7kAy",
1778626827257.2334,1605,899,86016,0,0.05520799999999999,"chatcmpl-ryJ2kzcJSqutDMOMqShwfvMG",
1778626836965.055,1460,358,87552,0,0.050276,"chatcmpl-zG2jjHL1lkFkiLFAuNy5oWhB",
1778626847747.5679,893,428,88832,0,0.050482,"chatcmpl-qHpYoxOpuIgKO12j5S0V8Zpi",
1778626858919.805,1743,405,89600,0,0.052336,"chatcmpl-7et6q5q8te7IPYiO98Ea159N",
1778626894095.524,1671,1677,91136,0,0.06568,"chatcmpl-YewgHGSH4nWJJctQfPpit7NY",
1778626902919.8591,1852,290,92672,0,0.05294,"chatcmpl-DZtgvJMlNY9sBD4nSAQhByjn",
1778626928147.5808,390,1176,94464,0,0.059772000000000006,"chatcmpl-FdkiiTAGRzSnZD5deVANy2JG",
1778626933891.2996,1350,157,94720,0,0.05163,"chatcmpl-izeOCms9JBtPJLcggtD9G87L",
1778626940613.887,1513,130,96000,0,0.052326,"chatcmpl-jUGqsCkR7AO0sdQ1xAqFyUJ8",
1778626943402.582,403,50,97280,0,0.049946000000000004,"chatcmpl-9cHQ1Fkq1DWhZIvHKW7EWoii",
1778626946850.7366,227,65,97536,0,0.049872,"chatcmpl-j3Z5XiB9FzUN7QWchDw7DzWB",
1778626956371.386,747,292,97536,0,0.053182,"chatcmpl-PkaPHMFOMYSb2dza9gcYD7Ce",
1778626959193.8936,567,43,98048,0,0.050588,"chatcmpl-bWIwbpoNCCocWWTYw3uxMnjp",
1778626964083.0122,153,121,98560,0,0.050795999999999994,"chatcmpl-7YPBkGfAeeyRFpaVDAWnULLC",
1778626967566.8123,410,60,98560,0,0.050699999999999995,"chatcmpl-fZig053GfyYFCeRRnopGWzWb",
1778626976868.3887,293,307,98816,0,0.053064,"chatcmpl-R6l49i1yrRDwqvbfROuqoKYS",
1778627120387.5637,365,210,99072,0,0.052365999999999996,"chatcmpl-kjbPqjpeGpm6L6MOF9AdgJjS",
1778627126991.286,1267,153,99328,0,0.053728,"chatcmpl-LHTp5fXpNLgUtKR8VpokCw0H",
1778627133296.5962,1086,164,100352,0,0.053988,"chatcmpl-PjVbB8Lv5zRzYlkod0bad63h",
1778627142326.5078,786,304,101376,0,0.055299999999999995,"chatcmpl-idkAnFbY9XThYWdQ064OcrLj",
1778627150322.3596,1085,297,102144,0,0.056212,"chatcmpl-xPyGCXh29xUh5XoH89QbGqev",
1778627181831.5496,756,1383,103168,0,0.066926,"chatcmpl-fqmsLnGYRESzhO1fmhypccwU",
1778627187929.7783,1787,145,103680,0,0.056864,"chatcmpl-o0VLTqPpMYBwf4WpCd0xuOZO",
1778627197289.323,750,351,105216,0,0.057618,"chatcmpl-puC9Trjoi4O6i1O3Y4EKUGdT",
1778627217599.7742,691,819,105728,0,0.062436,"chatcmpl-LsXOLuPUwYJMXpJQ8rV0YFEd",
1778627380835.5508,1028,879,106240,0,0.063966,"chatcmpl-q0u55JRc86PI0xslY1Srq6CJ",
1778627410301.8945,893,478,107264,0,0.060198,"chatcmpl-eDENPgDQjQVCU49L5mxyvX7l",
1778627413925.593,643,94,108032,0,0.056242,"chatcmpl-rJ7bbeHYN3psz0GWkn93xSUp",
1778627421256.4175,1511,106,108544,0,0.058354,"chatcmpl-YK7YVmnoAzvE5xOL5JVWCNve",
1778627424964.3958,377,51,109824,0,0.056176000000000004,"chatcmpl-im7foCXiE9ajdL1MYNYv7VrL",
1778627428408.972,202,60,110080,0,0.056044,"chatcmpl-72PRHyMtOr5dUGuP8Fb8putO",
1778627436180.8413,717,238,110080,0,0.058854,"chatcmpl-9U7SkSIQ3lDmS3pQTSSL2Ho7",
1778627439220.517,483,52,110592,0,0.056782,"chatcmpl-TREJcyWS3vFtFV3jFGpVlo3J",
1778627442887.1274,388,58,110848,0,0.056780000000000004,"chatcmpl-YbAq3JzbIRObNhKFcyvJPH1n",
1778627450865.104,269,302,111104,0,0.059109999999999996,"chatcmpl-krhFmOXYoYKzDD6bltJEtIBN",
1778627603701.4421,340,394,111360,0,0.0603,"chatcmpl-7uWUNHAG6GbHWlQITQK0AklK",
1778627608745.458,827,104,111616,0,0.058502000000000005,"chatcmpl-kPoknN0OXNJzCe4aj9EbernW",
1778627620506.384,1097,468,112384,0,0.063066,"chatcmpl-oEywxu2lUssa1vMDlV3PzH3K",
1778627627691.2278,608,226,113408,0,0.06018,"chatcmpl-vOIfw3nvVgPtp73Y1BsDhG0d",
1778627635153.574,980,275,113920,0,0.061669999999999996,"chatcmpl-Uq5Dapae0MStRvGSjFlL0D59",
1778627644071.9558,585,324,114688,0,0.061753999999999996,"chatcmpl-qfoEubF34HvcArNo6jhvRFOz",
1778627653091.9211,660,337,115200,0,0.06229,"chatcmpl-LDOVfOV9owbuyg3XZ6FlOJUl",
1778627663771.6995,525,481,115712,0,0.063716,"chatcmpl-erhhNx4JntUd7KtNmVpOz9KV",
1778627667437.0933,534,94,116224,0,0.06012,"chatcmpl-lThCUH3LaPrfW2bGJDgyTB7g",
1778627673962.5444,1402,104,116736,0,0.062212,"chatcmpl-DAnfGjW5x9Mu1tbKjNBzb5EG",
1778627676679.2139,266,51,118016,0,0.06005,"chatcmpl-RgQgly4bb2YZLiFySR0ZG7QF",
1778627680027.8845,91,60,118272,0,0.059918,"chatcmpl-VvacAORfNcVTYEAwXpCqlGN7",
1778627687539.5002,606,222,118272,0,0.062568,"chatcmpl-DQ0IMmBRb5sbJofuxVrmyisj",
1778627690296.186,356,44,118784,0,0.060544,"chatcmpl-xzqcATrXZZ46VjDOkQCHdJQK",
1778627693626.7258,280,54,119040,0,0.06062,"chatcmpl-nliAHQ6qNKjxfFfVLg277Ino",
1778627699459.1306,151,191,119296,0,0.06186,"chatcmpl-CBZUUhFvtqeKjYKi6jKZlaN6",
1778627754931.1802,352,37,119296,0,0.060722,"chatcmpl-114phbnoV7mBeyXNX3dZ9WvI",
1778627762243.284,216,210,119552,0,0.062308,"chatcmpl-oESaxKlboU8iHhVc9rOyu0qa",
1778627880449.559,471,349,119552,0,0.064208,"chatcmpl-sAyxdCU0krrejaAWf3G1AqEB",
1778627889771.7144,832,317,119808,0,0.064738,"chatcmpl-rX6aIgEQ8JlksmzrcfqvSwHP",
1778627910350.1545,1046,958,120576,0,0.07196,"chatcmpl-DvdcPLpqLDbUK02jxSzfFjsN",
1778627918846.1218,1406,244,121600,0,0.066052,"chatcmpl-icpwKXZpMnzuwNXsms2pb3cE",
1778627929518.34,1422,379,122880,0,0.068074,"chatcmpl-V1BWj8tXsns2aFKmpT0ygU4k",
1778627938786.0195,1349,337,124160,0,0.068148,"chatcmpl-qNLPn85gcEIq9jofGvR9WzyL",
1778627972116.672,961,1609,125440,0,0.080732,"chatcmpl-Z7c7eemWyE5mHTqo8B5KcWiC",
1778627992137.741,2004,828,126208,0,0.07539199999999999,"chatcmpl-eWvPgIyKAFoW69OewZ7amJVg",
1778627996956.931,1290,114,128000,0,0.06772,"chatcmpl-fYT2rWhCt2plvbtvIXMGWEtW",
1778628021808.5796,840,1079,129280,0,0.07711,"chatcmpl-e07sXKGxOJ78pLupkEX5XYdd",
1778628027161.1265,1606,93,130048,0,0.069166,"chatcmpl-NFEV4RBIxYLCjhehFvXKFrpu",
1778628086831.9844,596,2843,131584,0,0.095414,"chatcmpl-e6G5bX2tpke7Dk9QyVXY0iax",
1778628092375.622,1133,118,134144,0,0.07051800000000001,"chatcmpl-yCpSvAhEqmBPm2OVIE1hzGUf",
1778628097309.2708,502,102,135168,0,0.069608,"chatcmpl-d66Z4ylYgfWJ3BbIgRHm4ohJ",
1778628101767.6624,449,76,135424,0,0.06937,"chatcmpl-3UL1Iy3BA4Gvw5PDB73hE56w",
1778628111528.5544,573,353,135680,0,0.072516,"chatcmpl-8QbIiQ8dndGL2Ieknf6diUVO",
1778628138947.6929,771,1348,136192,0,0.083118,"chatcmpl-8d26ZZeRJ26vRG9nbX4g9Aix",
1778628144302.6606,1547,84,136960,0,0.072414,"chatcmpl-SQdV4h6GLFuuO2CfSsxgNCqU",
1778628148489.0159,346,71,138496,0,0.07065,"chatcmpl-jrCVLUlNfGUYabLeIljzTTl6",
1778628290561.6042,182,145,139008,0,0.07131799999999999,"chatcmpl-jXzdpw6aqcYi342WR8Ki1fUE",
1778628295998.6616,1687,129,139008,0,0.074168,"chatcmpl-82qVo0Cyc9mkf0t5UFQDuNhc",
1778628305577.0437,767,367,140544,0,0.075476,"chatcmpl-7RmWInDdlHdRl9TgMiQIFXOA",
1778628313413.0327,862,223,141312,0,0.07461,"chatcmpl-b6ACPsjoje0kogsayXXZGdcf",
1778628326317.291,1285,472,142080,0,0.07833000000000001,"chatcmpl-Cr34qD9h6Oadr9G8hue7zXiy",
1778628343354.677,1082,714,143360,0,0.080984,"chatcmpl-4oi5SPED7wLrKHbD6sw7rDq0",
1778628393087.8428,780,274,144384,0,0.076492,"chatcmpl-kYASlKngkvtsVkA2ioErUGcc",
1778628400115.74,578,241,145152,0,0.076142,"chatcmpl-B76NKvIPekZwgE8xRLg9cIet",
1778628404059.225,347,83,145664,0,0.07435599999999999,"chatcmpl-GK3cUyWND9YfBx04mnSm2sUA",
1778628412095.2178,490,298,145920,0,0.07692,"chatcmpl-67FNuxf6uvrQhpf9kvFvqD6z",
1778628415819.9863,572,65,146176,0,0.074882,"chatcmpl-jMjDtjirIF5WqJ3QlkMnGufe",
1778628424451.054,564,324,146688,0,0.077712,"chatcmpl-ovO5TjQiukqCJNnfUh8bk92R",
1778628431907.2747,416,269,147200,0,0.077122,"chatcmpl-SUcjXJo6uiSzCTXYx0r16kw6",
1778628437896.824,469,176,147456,0,0.07642600000000001,"chatcmpl-cwV2KPFCS0qbMd1aQxrvL3x9",
1778628443742.5183,429,181,147712,0,0.07652400000000001,"chatcmpl-9Maw1Pmotp7Q5adR6dtIyCFD",
1778628453410.2412,394,394,147968,0,0.07871199999999999,"chatcmpl-SA3ZtbqlI8wdD75OEuYiaVA5",
1778628457883.1543,572,101,148224,0,0.076266,"chatcmpl-Qk0Ks5v3QFCC3nKUoUTELzzC",
1778628465705.641,1587,142,148736,0,0.078962,"chatcmpl-gakVfuYzAVwWZ26wpfqA7WQq",
1778628472448.3616,622,232,150272,0,0.07869999999999999,"chatcmpl-Sm13IikJposLNe31MtXXbHQ4",
1778628476126.693,382,60,150784,0,0.076756,"chatcmpl-IbDYlzjFffTTKE0OOoKAoc1J",
1778628480516.8171,212,69,151040,0,0.07663400000000001,"chatcmpl-IBOe3wVcbM7DSW20czoJTcKX",
1778628487229.3196,1545,78,151040,0,0.07939,"chatcmpl-5VCg5gFbpgQvoyJ7MVcsOsA2",
1778628490265.3174,127,51,152576,0,0.077052,"chatcmpl-NsY5Nq2PQn53Sz2Q7kXtVy8S",
1778628494128.8691,208,60,152576,0,0.077304,"chatcmpl-KuE8wpZUBcaiVfAiEnHiuKLa",
1778628503164.6658,723,264,152576,0,0.080374,"chatcmpl-pIoCHuNK845dL671mKAXMloA",
1778628507012.7637,515,67,153088,0,0.07824400000000001,"chatcmpl-ityx5rzr1tFF2uy7zvhKp0q5",
1778628510960.4119,293,56,153600,0,0.07794599999999999,"chatcmpl-e4sn2lDi4m6m2lE5NQsSIOSz",
1778628518320.869,168,246,153856,0,0.07972399999999999,"chatcmpl-p1akZEvUkW4cUk4Mdgw3JjKN",
1778628596695.548,435,123,153856,0,0.079028,"chatcmpl-iHCYs78fOCl5ru0C5WHF42sp",
1778628604519.3762,958,213,154112,0,0.081102,"chatcmpl-RwqyAWpQTwoNZD8NENONgAnH",
1778628617926.248,653,474,154880,0,0.08348599999999999,"chatcmpl-wnth0GswThg4msgPY1uKUliA",
1778628622245.996,655,94,155392,0,0.079946,"chatcmpl-Ag5SgWAa6ibyeVurFbOU3TH3",
1778628629668.9648,1523,106,155904,0,0.08205799999999999,"chatcmpl-VM7Z7UyQb7NWgNfylGXhmxiU",
1778628633456.6392,389,51,157184,0,0.07987999999999999,"chatcmpl-z6ZA2io28o8fAuWDSSgBouoh",
1778628637277.7222,214,60,157440,0,0.079748,"chatcmpl-KLMRvbwAKHIqlRyBsx6v3nqY",
1778628645063.6301,729,171,157440,0,0.081888,"chatcmpl-nE0LQFYC7Ek8fadFEESftL5U",
1778628648588.0579,428,42,157952,0,0.080252,"chatcmpl-dJWkZt5aoxPGquv0te9BrYJM",
1778628652437.777,324,53,158208,0,0.08028199999999999,"chatcmpl-cXwicUbndKQCkQL9rZymcdG3",
1778628657269.6858,195,109,158464,0,0.08071199999999999,"chatcmpl-aMcOh3wRgeOcN4wSiOQO95R2",
1778628865076.1106,351,215,158464,0,0.08208399999999999,"chatcmpl-oY6ZjpP2cwu2x9wegoKKmj7H",
1778628871300.5583,1048,123,158720,0,0.082686,"chatcmpl-jAe3qepA8sSGrI3TvU4wQzb5",
1778628876843.2131,1508,102,159744,0,0.083908,"chatcmpl-jkS1boCUHVsVduGV031J5t7D",
1778628885157.4429,2467,168,161024,0,0.087126,"chatcmpl-XT00AC9DEgQgcAyv0wE25wIb",
1778628897002.937,1558,387,163328,0,0.08865,"chatcmpl-xpA0GG5iUMlucJXmiqrVAAqL",
1778628911222.2107,533,278,164864,0,0.08627800000000001,"chatcmpl-2OVkxxViM8WqzROLVdgky3zE",
1778628919286.0354,339,302,165376,0,0.08638599999999999,"chatcmpl-HErGLjc0F8HVJcXQ9RAzG505",
1778628925073.1868,425,161,165632,0,0.085276,"chatcmpl-unLMGVOB3N0fvVwJeMYjRbaJ",
1778628930571.7837,370,140,165888,0,0.085084,"chatcmpl-0l4jiOaf47CAcHWuzmGjInaw",
1778628937860.0872,294,248,166144,0,0.08614,"chatcmpl-BxAfVqvbL1w2zfUb4bzTzfxY",
1778628947330.465,326,366,166400,0,0.08751199999999999,"chatcmpl-hmnr9Ea2MESgiTAp3hWFJuom",
1778628956571.8635,476,338,166656,0,0.08766,"chatcmpl-DDWcykgpL4C7kBX333BuyPhR",
1778628961225.8416,598,101,166912,0,0.085662,"chatcmpl-xRjuQ6LxopYyft8jZDIqriaM",
1778628969390.0266,1473,120,167424,0,0.08785799999999999,"chatcmpl-WKCoROxObwv632HLEszJVC17",
1778628973004.7595,353,51,168704,0,0.08556799999999999,"chatcmpl-91xxym05069ZChVYKjqWR5FB",
1778628977408.0203,178,60,168960,0,0.085436,"chatcmpl-ESfLzFaNw5gvuM9XIihbvuRe",
1778628985734.1606,693,202,168960,0,0.087886,"chatcmpl-gGnyFSiK3UckXglngjPY0JBK",
1778628989471.9949,423,46,169472,0,0.08604200000000001,"chatcmpl-zKrPDvrFZmHtvcXjjl5bcmML",
1778628993522.5386,351,49,169728,0,0.086056,"chatcmpl-hSaYXj59oI7dMz1mN7AvQfCa",
1778629000232.556,213,183,169984,0,0.08724799999999999,"chatcmpl-AshnQQ6ZKNDbiqpYDHHo2wkV",
1778629144924.5925,414,204,169984,0,0.08786,"chatcmpl-9yC7N2yxbGAqFaQRM2skwbNN",
1778629159368.5056,725,506,170240,0,0.09163,"chatcmpl-WupNbQgP7GjZbz8yTe44RAGy",
1778629166442.805,1388,143,170752,0,0.089582,"chatcmpl-jd2JeIFSngW4BVtDbGXSpXBP",
1778629175844.289,664,302,172032,0,0.090364,"chatcmpl-lTjP2U1GVpA8BHGTSRF6XQTT",
1778629257741.2263,470,341,172544,0,0.09062200000000001,"chatcmpl-jEsoz1oKCWCtLEzy8IczVOvd",
1778629267514.9373,595,348,172800,0,0.09107000000000001,"chatcmpl-zf2NFNXFV7INHR7I3up0m32T",
1778629276807.7056,471,292,173312,0,0.090518,"chatcmpl-PxFmqUoegmsFYrR4uEHk3DUI",
1778629292384.9958,613,548,173568,0,0.09349,"chatcmpl-fkovJeBQ9vScZUwC0pQReAPO",
1778629297187.6946,689,93,174080,0,0.08934800000000001,"chatcmpl-qxUQBHsuHnqCRx9hAf1xcIUB",
1778629303113.1978,600,110,174592,0,0.089596,"chatcmpl-x25JrOcjUD6LbobEZBGHEmpG",
1778629309107.5388,474,134,175104,0,0.08984,"chatcmpl-Idrqix6JOXLSDUyPGKK8kU9g",
1778629315019.473,392,159,175360,0,0.090054,"chatcmpl-AB0UVAFtkPlt4N5GmIQ2zYtL",
1778629322830.4863,1581,105,175616,0,0.09201999999999999,"chatcmpl-3SNuwsEYSiuyPTeG2VYRLe9V",
1778629326642.2751,190,51,177152,0,0.089466,"chatcmpl-uK5BBMsCjx9kHVCcUPC3PmUD",
1778629330794.0518,271,60,177152,0,0.089718,"chatcmpl-uGDVv1PbQH6n3qEvXpi9f64S",
1778629338613.8596,530,181,177408,0,0.091574,"chatcmpl-BcRoMg74B8CQJXsEmk9LzsPP",
1778629342153.9636,239,41,177920,0,0.089848,"chatcmpl-eXAAyL5ecXz0aPOBkCvQilnb",
1778629346391.173,389,49,177920,0,0.090228,"chatcmpl-wHn2D0sfGU0N8Jj5eSAg5K3X",
1778629352583.859,250,129,178176,0,0.090878,"chatcmpl-MdxBDiU1NgElnfyZPqAKTnso",
1778629429768.0403,390,224,178176,0,0.092108,"chatcmpl-aK5mRlLl2Aj6P5Dj4oUI7D7Z",
1778629439398.3137,899,281,178432,0,0.093824,"chatcmpl-YimWOI9QR14Xdg9nStmHlTYb",
1778629474879.6213,762,1566,179200,0,0.106784,"chatcmpl-4pGYtL4vunwyhtMhPo3wpVyu",
1778629493051.6804,2699,630,179712,0,0.101554,"chatcmpl-hdtOl366txafrAAXn5KMhpuB",
1778629498459.3755,809,120,182272,0,0.093954,"chatcmpl-9aC5Mi6ePTojGY8H0aHAt5x9",
1778629506507.1438,1447,104,183040,0,0.09545400000000001,"chatcmpl-rKRWl8XjbNxjJMdYMw8LHjVp",
1778629510256.9187,311,51,184320,0,0.093292,"chatcmpl-nwBpgoO0ijX5X3OGUCyXOMUY",
1778629514471.83,136,60,184576,0,0.09315999999999999,"chatcmpl-I0mEIo5Dwqz2Na6P6tAgOEK3",
1778629523082.8455,651,209,184576,0,0.09568,"chatcmpl-qtm9dzYFcsqp2ZNYd294S3g6",
1778629527879.0613,388,41,185088,0,0.09373000000000001,"chatcmpl-UIlng1zbSyBQnziE9OgDo29H",
1778629531997.3164,282,51,185344,0,0.09374600000000001,"chatcmpl-PNFCRQSbYhv622COIpJ1lvbw",
1778629539284.6406,149,192,185600,0,0.09501799999999999,"chatcmpl-LXXKHWC34mWmdt8ez7PShc0R",
